Date,Open,High,Low,Close,Adj Close,Volume
2020-03-23,190.000000,199.500000,180.250000,181.600006,181.600006,61750037
2020-03-24,190.949997,191.949997,173.550003,183.199997,183.199997,67491360
2020-03-25,178.000000,195.250000,176.449997,189.899994,189.899994,71567553
2020-03-26,191.550003,201.000000,185.100006,192.750000,192.750000,107260359
2020-03-27,202.000000,211.899994,195.000000,195.949997,195.949997,114740377
2020-03-30,190.000000,195.000000,186.250000,186.899994,186.899994,60081554
2020-03-31,192.000000,198.500000,188.050003,196.850006,196.850006,59543412
2020-04-01,194.000000,194.500000,185.250000,186.550003,186.550003,52954239
2020-04-03,187.550003,188.199997,175.000000,175.500000,175.500000,64448494
2020-04-07,184.399994,187.300003,177.600006,186.399994,186.399994,72130500
2020-04-08,182.899994,194.399994,180.449997,183.000000,183.000000,80435759
2020-04-09,188.000000,190.000000,183.600006,187.750000,187.750000,62416005
2020-04-13,186.800003,188.699997,183.100006,183.500000,183.500000,51847146
2020-04-15,187.000000,191.949997,180.149994,182.350006,182.350006,72190004
2020-04-16,182.000000,189.899994,180.250000,188.500000,188.500000,61165773
2020-04-17,196.000000,198.000000,186.300003,193.250000,193.250000,89851063
2020-04-20,194.000000,197.350006,190.050003,192.500000,192.500000,81958510
2020-04-21,188.000000,188.199997,183.000000,184.750000,184.750000,53042420
2020-04-22,185.500000,189.500000,181.350006,188.699997,188.699997,61503413
2020-04-23,187.750000,189.899994,185.149994,186.699997,186.699997,50955312
2020-04-24,184.000000,184.000000,179.000000,179.750000,179.750000,65137305
2020-04-27,183.500000,183.500000,180.500000,180.899994,180.899994,42996571
2020-04-28,182.000000,185.350006,181.199997,184.300003,184.300003,49590230
2020-04-29,185.000000,191.800003,183.500000,190.100006,190.100006,57470466
2020-04-30,193.500000,195.899994,189.699997,190.500000,190.500000,63063889
2020-05-04,182.449997,183.500000,178.000000,178.850006,178.850006,58118177
2020-05-05,181.000000,181.250000,168.800003,170.399994,170.399994,91050439
2020-05-06,171.149994,173.300003,166.550003,171.100006,171.100006,73156432
2020-05-07,170.850006,172.550003,168.800003,170.750000,170.750000,42942399
2020-05-08,172.449997,173.800003,166.100006,166.649994,166.649994,55932236
2020-05-11,167.949997,168.899994,165.000000,165.449997,165.449997,54591827
2020-05-12,164.199997,168.500000,160.850006,166.899994,166.899994,70752542
2020-05-13,178.550003,178.550003,170.500000,174.100006,174.100006,81720683
2020-05-14,170.949997,171.750000,167.500000,167.949997,167.949997,48136531
2020-05-15,167.949997,168.250000,164.699997,166.399994,166.399994,35495540
2020-05-18,166.399994,166.399994,155.000000,155.300003,155.300003,77349435
2020-05-19,157.500000,157.850006,152.399994,152.800003,152.800003,71522334
2020-05-20,153.000000,155.250000,151.149994,153.399994,153.399994,66168767
2020-05-21,153.649994,156.149994,151.500000,151.949997,151.949997,61147471
